review,sentiment_polarity,sentiment_label
"Good product and not crystal clear music and bass, those who need deep bass don't go for it, but it has decent  bass and music quality I rate 3.5/5, and pack condition is good no damaged or used product.READ MORE",-0.3489,negative
Nice productFull satisfaction of money spend but foldable site lose after use of 4-5 monthsREAD MORE,-0.1779,negative
It's used only 25 minutes. The battery backup very.. Worst battery backup. Not buy this boat bluetooth headset. Very worst battery backup...READ MORE,-0.8588,negative
please do bot buy this if u have a large head ur era will hurt a lotREAD MORE,-0.2732,negative
The headphones are good 😎👍... The bass and design is also good but the problem is that sometimes the voice cracks and the headphones are a bit small so when worn continusly for a long time the ears 👂start to pain.READ MORE,-0.595,negative
useless.. waste of money waste of time. very very poor sound quality. Very very poor or negligible microphone quality. I don't recommend these. Don't buy.READ MORE,-0.9331,negative
Sound quality is very good..Mic is so bad that voice always break.. if you looking a headphone with mic then go for other product.Overaal bd experienceREAD MORE,-0.6696,negative
All is ok but bluetooth connection is weak around 5 meter connectREAD MORE,-0.5023,negative
Awesome but not appreciated with designREAD MORE,-0.2507,negative
If ur ears made up of iron then go for it..Literally worst experience ever..U can't use headphones for more than 20 mins because it will cause ear pain af .... Worst gadget i purchased everREAD MORE,-0.91,negative
good looks and sound quality but not comfortable when it's on you for more than 10 mins.. everything else is just fineREAD MORE,-0.3824,negative
At the start sound quality was like very awesome. But within a period of 6-8 months it has started to shown it's original colors. Today there is no bass effect in it and having very very poor quality.Very disappointed with the product.READ MORE,-0.7879,negative
Your ear is going to disappear after 30 min of wearing boAt headphones.READ MORE,-0.2263,negative
"Every is out of expectetion ...but only thing is ' it doesn't fix the ear (like it is smaller than your ear,,which causes irritation on ur ear)pain in Outter part of ur ear!READ MORE",-0.5562,negative
Mic is not good other than that all things are goodREAD MORE,-0.3412,negative
Don't buy. You ears will pain a lot in 1 hrREAD MORE,-0.5106,negative
Ouit decent product but built design is not that much perfect but value for money.READ MORE,-0.2256,negative
NOT COMFORTABLE FEEL AND SOUND QUALITY VERY POORPLEASE DON'T WEAR THIS GAMING PURPOSEREAD MORE,-0.4023,negative
Bluetooth stopped workingREAD MORE,-0.2263,negative
Worst product design ever.presses the ears very hard.causes unbearable pain.READ MORE,-0.6249,negative
really bad experience from Flipkart I am facing connection drop will walking n keeping my phone in my pocket the music keeps on dropping while I walk and Flipkart is not even accepting my request nor canceling it's been almost 6 day and I am waiting for Flipkart to accept my return request .Thank you Flipkart u gave me good experience from now onwards I wouldn't buy online specifically from FlipkartREAD MORE,-0.0199,negative
Ears start paining after 30min when I used this ....not comfortable .....   Very bad experience ...I only used it for 1or 2 times please don't buy dz ....READ MORE,-0.2247,negative
"satisfied with the purchase. for its price it's a decent buy. I have been using it for the past 9 days, so far encountered no problems. battery backup is greatREAD MORE",-0.3321,negative
Bluetooth range is not good. Can say 3 -4meter maximum. That too without any disturbances. Even a humen can be considered as obstacleREAD MORE,-0.0951,negative
Worst product..READ MORE,-0.6249,negative
Low quality high sound but price worthREAD MORE,-0.1406,negative
Getting pain after 10min usage.. they are not ready to refund this product due to policy. So dont go with this productREAD MORE,-0.6608,negative
"Gud product,but it's not nice for a long time useREAD MORE",-0.3252,negative
mic catches ambient air noise and creates disturbance on a phone call.READ MORE,-0.128,negative
Well but newly it is not so comfortable but it becomes loose after some daysREAD MORE,-0.7904,negative
Bass is not that good as expectedREAD MORE,-0.3412,negative
There isn't any better product in the market for this amazingly cheap price...READ MORE,-0.3412,negative
Bluetooth Connectivity is very poor. It gets disconnected automaticaaly.READ MORE,-0.5256,negative
Unfortunately product I ordered was found to be defective. Have initiated the refund process. At least it should have been checked before sending to customer. It was apparent enough to realise sound was cutted in between the song for a long time and even goes blank for longer Time. Try your luck. Bad one for me.READ MORE,-0.7003,negative
This is not much better product from boat.After few months bluetooth connectivity becomes weak but after disconnect and reconnect it. It will gives us better experience.READ MORE,-0.6968,negative
Burst audio quality at the time of talking voice quality zero..and replacement policy also very bad I tried soo many times to call them but they tried to ignoreREAD MORE,-0.3392,negative
No return policy Sound comes out from headphones not goodREAD MORE,-0.296,negative
My headphone stopped working after 3 month...I am very sad....READ MORE,-0.2263,negative
Tried 2 times and received defective product only. Call quality is veri bad. Disappointed lREAD MORE,-0.8591,negative
"Very bad quality, I hate this productREAD MORE",-0.8297,negative
Outer ear will pain on long useREAD MORE,-0.5106,negative
Very bad do not buy from Flipkart WiiREAD MORE,-0.5849,negative
"I am giving it 3 stars ⭐ , as it's not comfortable in my ear. After 30 minutes of use may ears start paining. So not good for online classes.. But the sound is good and bass too. Microphone is also good. The other person can hear me clearly in call.READ MORE",-0.7466,negative
"It's wire confirmation is too bad 😡While  it connected to mobile  Bluetooth, I can't play video games properly , it's sounds going, 1 second lateREAD MORE",-0.6742,negative
"5 star to Flipkart for fast delivery. 3 star to the product. Overall build quality is ok but power and volume button looks very cheap. I fear that anything these buttons can come out. This headphone can be used as wireless and wired. Box has aux cable. When connected through bluetooth with laptop, you can hear lot of noise. Noise disappears as soon as you switch to wired mode. Battery backup is ok. I expected better performance from this product.READ MORE",-0.145,negative
Not good for callingREAD MORE,-0.3412,negative
Very pain fullREAD MORE,-0.5563,negative
It was good but now there is some problem with the power bottom. Its been 9 month of usingREAD MORE,-0.3818,negative
My son complained of ear pain when he use this for longer duration. Low in comfort.. if you plan to use for office work for longer duration then this shouldn't be your preference..READ MORE,-0.7964,negative
Long usage of headphones makes pain in earsREAD MORE,-0.5106,negative
I got ear problem after i used that headset.READ MORE,-0.4019,negative
Not comfortable for long useREAD MORE,-0.4023,negative
"Irritating sound while changing songs,not satisfiedREAD MORE",-0.4588,negative
It's too heavy. Mic is not at all good. The person on the other side of the line will not be able to hear the voice properly. Only sound quality is good.READ MORE,-0.3412,negative
"Worst head phones ,after 2months left side not working at all. Don't prefer to buy this.READ MORE",-0.6249,negative
The call quality is pathetic with Bluetooth.If you are looking for only music then go for this.Both headsets and phone should be together then only Bluetooth is working. Even for 2 metres distance it won't work. Overall fully disappointed with this. I never expected a product like this from boAt....READ MORE,-0.8482,negative
Bluetooth connection is not working sometimes it's not good for bluetooth connection don't buy this product 😡😡😡😠😠😠READ MORE,-0.3412,negative
My headband broke without any major pressure applied on it.READ MORE,-0.2292,negative
Headphone is bad. HeadacheREAD MORE,-0.5423,negative
I have been using this product for 5 months and it works fine without any issues.Overall good product at good price segment.READ MORE,-0.461,negative
"Okay to use for music. But not good for audio calls, as it has very poor noise cancellation. It absorbs almost every single sound from the surrounding.READ MORE",-0.8046,negative
It's hurting the ears.. very disappointedREAD MORE,-0.4019,negative
"Good, but uncomfortable to useREAD MORE",-0.3506,negative
These are a not good for calling. Bad calling experience.READ MORE,-0.7101,negative
"Don't every buy this product, sound quality and all r good but its design is worst, it is so tight that u cannot wear it for more then 10 min. After purchasing, U WILL ONLY REGRET, rather than this go for Bluetooth earphonesREAD MORE",-0.8885,negative
Sound quality is good but the headset is too grippy. Not that comfortable too use for too long.READ MORE,-0.3824,negative
Right side suddenly Stop the sound it is very badREAD MORE,-0.296,negative
"Microphone is not working well with Bluetooth, Can't use it for phone callsREAD MORE",-0.2057,negative
Sound quality is awesome.It is not good for calling as the person on other side always complains that voice is very slow.I am disappointed with it because I bought it for calling.READ MORE,-0.811,negative
Very worst very bad  it will not respond after some dayREAD MORE,-0.8573,negative
"Connectivity gives a bit problem but not much, when battery ran out u can use aux but pause/play button will not work on aux and everything is fine...using 4 past 1yearREAD MORE",-0.2144,negative
Quality of strip not good it strip got broken.READ MORE,-0.3412,negative
Sound quality is good. But a bit uncomfortable on earREAD MORE,-0.3506,negative
Works great for music but stutters when it comes to dialogues. If you keep volume high enough this problem goes away. A little uncomfortable for long use. Overall satisfied with the productREAD MORE,-0.5264,negative
Very good regarding sound but little bit lags in battery back upREAD MORE,-0.1867,negative
"Worst packing, It is looks like used product,sound Bottoms does't working, It is very troubling to connect with Bluetooth.READ MORE",-0.7501,negative
No clarity in voice calls and poor mic qualityREAD MORE,-0.3818,negative
"Gud product,but it's not nice for a long time useREAD MORE",-0.3252,negative
Not as good as i was demandingREAD MORE,-0.3412,negative
Not that good product 👎READ MORE,-0.3412,negative
Damage product  receivedREAD MORE,-0.4939,negative
I got this for my son's online schooling. He's finding it helpful so far.Pro's:Looks are goodSound quality is goodFits well & Doesn't heatCon's:Speaker/Mic is not very clear at times; Voice is breakingContinuous usage causes ear pain / discomfort (take breaks) The volume control buttons doesn't work wellREAD MORE,-0.5575,negative
"The only issue was with the cable provided. It got damaged in 4 months, although I have mostly used it wireless. Rest, was fantastic.- sound quality. Battery doesn't drain out quickly.READ MORE",-0.4404,negative
Works great for music but stutters when it comes to dialogues. If you keep volume high enough this problem goes away. A little uncomfortable for long use. Overall satisfied with the productREAD MORE,-0.5264,negative
Battery backup is disaster after 50% the battery drains within a 15minutes it is disaster and the mic is not that much good the another person is unable to hear my voice bass is lowREAD MORE,-0.8911,negative
Worst 10 din chala one side not workingREAD MORE,-0.6249,negative
Pains on ears when used for long durationREAD MORE,-0.4215,negative
Best in this price range 1099 bugs..Everything is good but after half hour of use lil painfully on ear pinna..READ MORE,-0.2617,negative
"There is no issue just few things.Like one thing that its calling Connectivity is not very good, its kinda ok-ok. Bcz while cycling the mic is totally out of work bcz of out side noice. And even indoor its the issue that the sound may or may not reach the pwrson in call.Ear start paining after 15 minutes...which is the biggest issue of this headphone.Built quality can be said better than many but not that good because i bought same headphones 1 yr back and they broke even after a lot of ca...READ MORE",-0.8585,negative
"I am really impressed with this one. I purchased it on big billion days sale at 899 so i thought what can one expect from a 899 rupees headphone and since the Bluetooth version is 2.1 i thought the sound quality will be worst but no i was wrong, both Bluetooth as well as aux cable are good both provides same audio quality. But i noticed that if the distance of your phone and headphone exceeds 10 or 15 metre then the sound quality becomes something terrible there is another one con that the pe...READ MORE",-0.7143,negative
Not comfortable for hoursREAD MORE,-0.4023,negative
"I went by the Boat brand name and purchased this. But it is poorly designed using poor quality materials. The ears start sweating within minutes of use, which is in fact bad and can cause infection to settle in thru long usage.READ MORE",-0.872,negative
