comment_text,sentiment_polarity,sentiment_label
"FINALLY! a movie maker gets the feel of a WW2 movie right, every director always makes everything look aged, but at the time it wasnt. if you pause at 1:35 you see a spitfire looking brand new, not like a 70yo aircraft, the leather, the clothing and the paint everything looks just right, bravo!",-0.5022,negative
:'v jueputa esa vaina se prendiÃ³!,0.0,neutral
so.... harry's gonna die. interesting,-0.296,negative
"Looks great, but the trailer was a bit underwhelming for me.",0.3716,positive
#AKSHAT_BHATIA,0.0,neutral
harry?,0.0,neutral
HARRY,0.0,neutral
I love Harry Styles. I can't wait to see this.!!!ðŸ˜†ðŸ˜†ðŸ˜†,0.7249,positive
rgmkpmfamfamdma <3 harret xdd <3,0.7003,positive
In NOLAN I Trust.,0.5106,positive
Looks outstanding.,0.6124,positive
Where's the French army in this..? Oh wait.,0.0,neutral
"If anyone can take Saving Private Ryan's place, it would be directed by Christopher Nolan...even though his last endeavor wasn't his best by a long stretch, actually probably his worst",-0.816,negative
can i get a few likes... i'm welcome :),0.7184,positive
"If Harry's fans want to go and see the movie just for him then let them, I already wanted to see it and with Harry in it I want to see it more.
 At the end of the day it's getting more viewers so there's no problem at all, ofcourse the story behind it is very emotional and a huge moment in history and I'm sure everyone respects that so just enjoy the movie because I'm sure everyone in it will be amazing.",0.9152,positive
"Im not into this world war movies, but this looks promising!",0.3382,positive
Christopher Nolan + hans zimmer= masterpieceðŸ˜˜ðŸ˜˜ðŸ˜˜,0.0,neutral
This looks fucking amazing,0.624,positive
ww2 or ww1?,0.0,neutral
goin lit,0.0,neutral
"If you're not going to see this movie in extreme screen, don't bother",0.2584,positive
"Can everybody just chill, many out there who likes Harry actually want to see the movie because of Dunkirks history like me. You don't have to be on either side. This comment sections is just literally full of crap. If Directioners want to see the movie because they like Harry just let them. This is his first role in a movie and ofc there is going to be support from that part. I like 1D but of course I wont see the movie just because he's in it so can everybode please stop assuming things. It's goin to be a great movie anyways!",0.9184,positive
HAAAAARRRRYYYYY,0.0,neutral
When people still think us 1d fans are still 13 yr olds ðŸ˜­most of us were 13-15 when they started out and they've been together for 6 years.we age too y'know..,0.0,neutral
"ugh, just let people fangirl over Harry if they want to, what's the problem with it?",-0.6369,negative
I watched this high and i don't remember,0.0,neutral
"I can't wait to see it no matter how is in it,it looks absolutely brilliant brilliant actors to me I've got my ticket booked have a feeling this one sell out tickets at local cinema.",0.8218,positive
this film is gonna have so many teen fans!,0.0,neutral
"BF 1 lied to me, wheres the 95% of the black dudes and 15% middle eastern guy",-0.3818,negative
omgggg!! HARRYYYY ðŸ˜ðŸ˜ðŸ˜ðŸ˜,0.0,neutral
I'm only going to watch it because of Harry Styles,0.0,neutral
HARRY HARRY HARRY! ðŸ’šðŸ’™ðŸ’œ :D,0.6514,positive
The only reason I'm watching this is cause of Harry styles......,0.0,neutral
Im Brexit and i cant see why people in and around mainland Europe would say i was bad for that....we fucking gave it are all while those we where there to save had crumbled.....fuck the EU..!!!,-0.2905,negative
Movie boring as shit.,-0.7096,negative
Like number 1000ðŸ‘ðŸ˜‹,0.4215,positive
Where is the French?,0.0,neutral
I started screaming and crying of many reasons ðŸ˜‚ðŸ˜‚ can't wait to see this,-0.6908,negative
LIKE FOR NOLAN,0.3612,positive
Anybody else hear Bane's rasping voice when Tom Hardy puts on his flight respirator?,0.4019,positive
why now?,0.0,neutral
"Proof that if America didn't joined world war 2, Europe would've been lost.",0.2134,positive
Cheesey war porny shit.,-0.8176,negative
Is Nolan fucking Tom Hardy?,0.4549,positive
do you really think one direction fans wouldn't be excited lol get used to it bitches we're fuckin pumped!!!!!!!!!!!!!!,-0.8568,negative
i thought this was a battlefield 1 video lmaoo,-0.3818,negative
"Have to say, looks boring. Another war evacuation, human emotions, survival story, what else could be good in the story, other than having hopeful that Nolan have something else in his mind",-0.0,neutral
"so,excited to see the movie, come from there and I visited most of the streets.",0.0,neutral
seeing all the coments makes me wanna don't go to see the movie,0.0,neutral
People are complaining there is no action and it's boring and repetitive. That was the concept you bastards. Watch it closely. It a very good and well made movie. Legendary.,-0.695,negative
"PEOPLE RESPECT OTHER PEOPLES REASONS FOR WATCHING THIS FILM. BE ADULTS AND STOP BASHING THE ONE WHO YOU THINK ARE 14-15YRS OLD, WHEN THEY'RE ACTUALLY 18+, AND IF YOU ARE BASHING THEM PLEASE GROW UP TY",0.8056,positive
"Watched this recently and it's definitely a 5 star movie, I would recommend it to anyone who's considering going to the movies. Trust me, this is one of those intense movies, it was pretty intense it had my brother on the verge of tears. A big thanks and applause to Christopher Nolan for beautifully executing this movie, I knew I could trust him with this movie and well, he didn't disappoint. Along with the cast directors, a big thanks to John Papsidera and Toby Whale for picking such an amazingly talented cast to perform in this film, I wouldn't have changed a single person on the cast.",0.9861,positive
DUNKIRK IS LITERALLY THE BEST MOVIE I'VE EVER WATCHED MY ENTIRE LIFE I'M NOT KIDDING,0.5999,positive
French soldiers fought to death at Dunkerque to allow britannic troops to run away. Where the fuck are they ?!,-0.8439,negative
is that Tom Hardy at 1:48 ?,0.4019,positive
High-key don't care Harry Styles is in it. Just really love learning and watching shit based off of WWII.,-0.1864,negative
"To isolate and remove body fat, we must focus on a combination of intermittent fasting and high intensity muscular workouts. Make sure you consume high quality fats from avocados and sesame seeds while also keeping protein count up with meats and leafy vegetables. If you are feeling tired or hungry, drink coffee a lot as it will suppress your hunger. Follow all this and you will be well on your way to getting six-pack abs!",-0.2714,negative
Song starting at 1:30?,0.0,neutral
a fuckign evacuation deserves a movie now?,0.0,neutral
"oh what a surprise, the comments section is filled with idiotic shit.",-0.7269,negative
bf1 in real life,0.0,neutral
"Who the hell is harry? Sorry, I'm an old 30+ year old. Somebody clue me in?",-0.7399,negative
Ð“Ð°Ð²Ð½Ð¾),0.0,neutral
"I just found out that the young girls are excited because of the guy from one direction instead of Nolan and the historic setting.
 
  I don't care about his movie career but I'm okay with him being casted as long as he can *perform his role.",0.304,positive
https://www.ispot.tv/ad/wVmt/dunkirk-movie-trailerÂ << Dunkirk intense and epic tv spots,0.0772,positive
Is this Hans Zimmer on the soundtrack?,0.0,neutral
people are saying harry styles is this trailer. when?,0.0,neutral
like si solo la vas a ver por harry,0.3612,positive
is this the new bf1 dlc,0.0,neutral
I can see the thirst in Hardy and Nolan's eyes for oscars. Thumbs up if you think they have a shot with this!,0.4574,positive
Harry omg,0.0,neutral
Anyone notice the World engine noises from man of steel @ 0:50. Score has to be by Zimmer ;) In nolan we trust!!,0.6988,positive
"I think the end song Lorn ""Acid Rain"". that's the slapppp",0.0,neutral
ðŸ”´ðŸ”´ðŸ”´Online part-time job at home 100% free immediately whatsapp me 9735333984.,0.5106,positive
is that Harry Styles?? 0:47,0.0,neutral
I'm so excited for this TBH but as much as I hate to say it I keep picturing harry acting the same as he did in icarly lmaooo no hate I love him,-0.7394,negative
Its my birthday today.. Can I get to 50 Subs Please <3 ?!?!?,0.7449,positive
I dont even care what it is about. If it's Christopher Nolan Ill watch it,-0.6628,negative
"I had a good friend who was there that day. He made it home but lost many friends. Now he has been reunuted with them again, Rest in peace Siril, we miss you ðŸ˜”â¤",0.8442,positive
I can even watch a Porn Film Directed by Nolan. ðŸ˜‡,0.0,neutral
But...battlefield 1 told me that the British army was 70% black...,0.0,neutral
wow !! :),0.8118,positive
"actually, who the fuck hairy styles is? I only saw Cillian Murphy. he seems to take part in most of Christopher Nolan's movies btw",-0.5423,negative
that looks fucking stupid,-0.5709,negative
CILLIAN AND TOM HARDY,0.4019,positive
"Not a 1D fan but however I am a Nolan fan. He wouldn't pick Harry Styles if he wasn't sure he could act, trust him.
 Now can everyone just enjoy the trailer? Thanks.",0.8494,positive
When battle field 1 becomes a movie,-0.3818,negative
Now i look up what Dunkirk was.,0.0,neutral
they need to make a *call of Duty * movie.. i think it will be a great hit,0.6249,positive
"Not gonna judge Harry simply because he is from a band. If he delivers, then that is very respectable for him, especially as an actor.",0.4927,positive
"The Winner of WW II
 
 #But 
 
 One of british general, Mallaby, get killed during battle of Surabaya 1945, when Indonesian people againts british occupation in Surabaya after Japan capitulation.
 
 The Surabaya youth only used the remaining weapons and grenades from Japanese soldiers who surrendered to the allies, and succesfuly kick out british from Surabaya city.
 
 Cool....",-0.7351,negative
who else is here because of Harry freaking styles ??,-0.4871,negative
Thomas shelby,0.0,neutral
This music confuse me.,-0.2263,negative
who the fuck is harry styles and why does everyone keep mentioning him,-0.5423,negative
NO JODAS ME ESTOY MURIENDO ES DEMASIADO HERMOSO,-0.296,negative
Cristpher Nolan's he made and left behind his movies a master pieces not movies,0.0,neutral
Another shit,-0.5574,negative
"SPOILER ALERT
 
 The nazis lost ww2.",0.1613,positive
Ohhh harry look so sexy,0.656,positive
"I've see this movie and it is fantastic 
 
 
 Wait there is not a word to describe how good it is",0.7579,positive
"We gonna see some polish divisions, french? other smaller nations who were there?",0.0,neutral
One of the best movies of the year,0.6369,positive
HARRY ðŸ˜,0.0,neutral
"if you think 400,000 men just magically escaped from dunkirk in pleasure boats then this ""movie"" has done it`s job
 
 if those men could see europe today they have come back to england and hung churchill",0.5719,positive
well some more propaganda for ukip fuckers.,-0.624,negative
It doesn't get much better than Christopher Nolan and Hans Zimmer.,-0.3412,negative
"No doubt Harry Styles will be decent, Nolan obviously chose him for a reason and its not his singing",-0.5719,negative
"I'm a big fan of 1D but also my favorite movies are action movies, especially about war. So this is a win win situation :)",0.9439,positive
Those Messerschmitts are beautiful <3,0.7783,positive
I came for Hardy,0.4019,positive
"Saw this and thought what a brilliant, emotionally charged and realistic movie. I also think that every spoilt, self centred, diva child in our country should be made to watch this film and realise that in our not too distant past none of us felt sorry for ourselves, had a moral duty to our country and just got on with it without requiring praise, emotional counselling or compensation! The Brits were a tougher breed then, something I sadly fear is now lost!",-0.8339,negative
"""Survival is victory."" Maybe if you're a pussy.",0.0,neutral
"Most of the comments are people hating 1D fans, assuming they are girls (they are boys too) of 10 years old who are going to scream in the cinema. I'm not 10 years old I'm 21 as many other fans. I'm not immature and I'm not gonna scream in the cinema. 
 If someone is going to the cinema for Nolan it's okay. If someone is going for the soundtrack it's okay. If someone is going for Harry or for another actor then it's alright too. Live life without bothering other people. Be happy",0.2462,positive
The axis were the good guys. The allies were the evil ones. Make that movie.,-0.3612,negative
thought i saw harry styles lol,0.4215,positive
Please tell me Hans Zimmer is doing the soundtrack,0.3182,positive
Looks epic my type a watch bro,0.0,neutral
I just want the song at 1:30...,0.0772,positive
"I'm so stupid! My teacher showed me this and it looked boring but not for the 5th time I watch it, it looks awesome!",0.6414,positive
awesome Christopher Nolan...we are waiting for your golden piece,0.6249,positive
Sweet,0.4588,positive
"La fui a ver hoy,IMPRESIONANTEðŸ˜»ðŸ˜»ðŸ˜»ðŸ˜»ðŸ˜­ðŸ˜­ðŸ˜­ME LLORE TODA AMO LA PELIðŸ’œðŸ˜»",0.0,neutral
I hope Nolan realizes that due to his choice of actors people are going to come up with convincing theories that this is actually an Inception sequel and all the action actually takes place in a dream.,0.765,positive
00:21 because luckily for us hitler decided to a fucktard that day.,-0.2023,negative
here because of Harry!! who else?,0.0,neutral
"i was like ""ohh shit, a new Nolan movie with Tom Hardy and Cillian Murphy?! I'll go watch that for sure""
 looks at some comments and saw ""Harry, Harry oh my god, Harry, I'm going to watch it because Harry is in it!!!!""
 Me : ""Ummm who is Harry??? :| """,0.7736,positive
Nolan needs to make more British war films,-0.6344,negative
"Soon, in theatres near you, BREXIT, the sequel...",0.0,neutral
BOI IT LOOKS SO GOODDDDD,0.0,neutral
ÙÙˆØ¯ÙŠØªÙƒ Ù‡Ø±Ù‡Ø± Ø§Ù†Ø§ ÙØ®ÙˆØ±Ø© Ø¨ÙƒðŸ˜™,0.0,neutral
Harry styles is ðŸ’Ÿ,0.0,neutral
my eyes are blessed.,0.5994,positive
If I can't buy the song that starts at 1:07 I'm not gonna be happy.,-0.4585,negative
"everyone can fuck off its not like we're gonna scream everytime harry comes on screen, is it really a crime to be excited that one of our idols is gonna be in a movie",-0.8659,negative
WTF is this?Worst war movie i ever watch.,-0.8567,negative
is this music coming from the new score or where is the music from? anybody knows?,0.0,neutral
anyone else here for Harry styles? Lmao,0.5994,positive
British spirit will never ever be broken.,0.503,positive
follow me on instagram(trust mizzy boy)...thanx(:,0.0,neutral
Harry Edward stylesðŸ˜ðŸ˜ðŸ˜,0.0,neutral
amazing cast amazing director amazing story amazing movie slay,0.9451,positive
HARRY STYLES ðŸ˜,0.0,neutral
"Nolan PLS, dont fuck this up, dont put that Stuka Siren on ALL THE PLANES....",0.5971,positive
Harry Styles is Hitler,0.0,neutral
"MY TWO FAVORITE THINGS, WAR MOVIES AND MY DADDY HARRY STYLES LIKE FUCKING KILL ME I AM SO EXCITED.",-0.4019,negative
Alter hab ich Bock darauf!!!,0.0,neutral
"Oh my god, Harry Styles is in this? ðŸ˜‚ðŸ˜‚ imma listen to his music while watching the film then loool",0.2732,positive
"In future war, it will be german fascist muslims attackers? Inspiration for scifi war movie.",-0.9136,negative
I SAW THIS MOVIE. CRITICS ARE KISSING A**. THIS CRAP SUCKS BIG TIME. DIRECTOR WAS GREAT. BUT PLOT DIALOGES SCENES. CARACTERS=CRAP! only 4 good scenes that last 10 seconds-30 seconds each one. THE END!,0.702,positive
Ð‘ÑƒÐ´ÑŒ Ð¿Ñ€Ð¾Ð³Ñ€ÐµÑÑÐ¸Ð²ÐµÐ½ -ÑÐ¼Ð¾Ñ‚Ñ€Ð¸ Ð ÐžÐ¡Ð¡Ð˜Ð™Ð¡ÐšÐžÐ•ðŸ»,0.0,neutral
this looks shit lol,-0.2023,negative
oh harold,0.0,neutral
#YOSUP,0.0,neutral
"to quote a hero regarding heroes ""â€¦theirs is a story that deserves to be toldâ€¦"" this looks promising.",0.8625,positive
I'm batman,0.0,neutral
"this and the lego batman movie, that I'll absolutely watch 2017",0.0,neutral
"I remember seeing this trailer about a year ago and I did a history project on the Miracle of Dunkirk in my history class last year. What a fantastic movie. Best Picture 2018 at the Oscars, I'm calling it.",0.9118,positive
Dunkirk failed because the yanks tipped off the nazis.,-0.5106,negative
oh is that the actor from peaky blinders?,0.0,neutral
Wow. Thumps up ðŸ˜Š,0.5859,positive
I'm so confused,-0.3804,negative
"Dunkirk was the last act in perhaps the biggest military ass-kicking in history. An army of a third of a million men was pushed entirely off the European Continent in only sixteen days. Germany invaded France on May 10, 1940 and by May 26th the oh-so-superior British Empire was hauling ass of a whole continent. 
 
 Only the British could pretend Dunkirk was a success.
 
 The British army took no offensive military action against a German for the next 29 months until the US also attacked the Germans in North Africa. In the whole 60 months the British Empire, with 419 million people, fought in WWII, it only lost 383,000 troops. In the 45 months America, with less than a third as many people--131 million people, fought in WWII, it lost 403,000, meaning the monthly rate of American loses was 40% higher that its British Empire ally with more than three times the people. 
 
 If Dunkirk is any example, it probably was a good thing the so avoided fighting.",-0.9633,negative
"400,000 soldiers run home! 400,000 soldiers it is a great strength, but they all want to go home. What is about this movie? where heroic deed?",0.8922,positive
Are these people in the comments REALLY trying to tell me that because I'm a fan of Harry Styles im an ignorant shallow girl who doesn't appreciate good movies or history? I'm crying with laughter,-0.521,negative
"just listening the amazing inception soundtrack, can't imagine what will Hans Zimmer bring his masterpiece into this movie, just like what he did in the interstellar",0.886,positive
Why the fucking hell is Harry Styles in this movie?,-0.7089,negative
"This movie was incredible. Horrifying, but very well done.",0.1875,positive
who the fuck is harry styles? I guess im officially old,-0.5423,negative
Amazing trailer.Love you #Nolan.Nice job #Wbpictures.,0.5859,positive
"Another film about WW2, where the Jew hegemony manipulated white people to kill each other, as well as being a film about the male status as an ""expendable drone"" in society who ""sacrifices"" himself for what? .. so that jews can get rich loaning money to both sides, and push along the agenda of white genocide, etc. ..on a side note the Windsors are not British they are jews who changed their last name many times before coming to Britain, look it up, research(even the crap wikipedia admits it). F**k these films.",-0.4588,negative
"To the people who are bashing all the directioners for making this all about harry! Not every directioner is a psychotic screaming fan. Some of us are also excited for just the movie. SO BEFORE YOU GO CRITICIZE A FAN ,KNOW IF THEY'RE THERE FOR JUST HARRY OR ALSO FOR THE MOVIE!",0.3365,positive
"Lou would be so proud of his husband ðŸ˜­
 Where my larries at?",0.6113,positive
Great trailer but bf109's don't have trumpets of Jericho the Ju-87 Stuka did,0.3716,positive
"I was waiting for any weird twist coming from Nolan, didn't happenðŸ˜‚ i'll see it though",-0.1779,negative
"Finally a movie about a great moment in modern history.
 The TRUTH is however....the Germans let them go...",0.7983,positive
yoooo!! directioners wake up!!!,0.0,neutral
I want to see it b'coz I saw Harry Styles.,0.0772,positive
Are we finally about to get an accurate WW2 movie bereft of flag saluting 'Murican nonsense? Here's hoping.,0.0258,positive
I'm going to guess a lot of people that will see this don't know a thing about Dunkirk. Hopefully them seeing it will teach them some history between there screams of seeing a guy from 1D,0.128,positive
I hope Nolan utilized Branagh's acting skills. His character looks a little too one dimensional based on the trailer.,0.4404,positive
"I cant to watch this film ahhhh, guys go check out my Instagram @grunge_pics4u",0.0,neutral
